hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
M Village Living Tran Nao,Studio Room,"₫ 893,704","₫ 903,083","₫ 905,208","₫ 903,522","₫ 905,620","₫ 1,062,202"
M Village Living Nguyen Van Huong,Superior - 1 Queen Bed,"₫ 842,554",₫ 1.746.984,"₫ 1,094,717",₫ 1.747.516,"₫ 842,554","₫ 842,554"
M Village ĐN Heritage,Standard Room,"₫ 1,162,813","₫ 1,024,982","₫ 1,024,982",1.024.982 ₫,"₫ 1,331,520",1.024.982 ₫
President Maison,Deluxe - 1 King Bed,"₫ 3,652,309",3.652.309 ₫,"₫ 3,543,090","₫ 3,763,320",₫ 3.744.661,₫ 4.107.760
M Village ĐN Centre,Superior Cozy Room for 2 People,"₫ 1,290,760","₫ 1,277,939","₫ 1,286,195","₫ 1,287,993","₫ 1,347,707","₫ 1,287,113"
M Village Living Vo Thi Sau,Standard Studio,"₫ 1,205,039","₫ 1,091,683","₫ 970,880",₫ 1.709.914,"₫ 980,899",₫ 1.195.349
M Village Express Dien Bien Phu Q3,Standard Room without Window,"₫ 1,162,778","₫ 1,014,259","₫ 1,023,687","₫ 971,942","₫ 980,899","₫ 1,159,144"
M Village Beachfront,Deluxe City View,"₫ 2,169,169","₫ 1,919,600","₫ 2,169,169",₫ 2.964.173,"₫ 3,236,585",₫ 2.522.129
M Village Express 46 Thao Dien,Standard Room (Non View),"₫ 1,216,410","₫ 998,413","₫ 1,000,752","₫ 998,909","₫ 1,001,208",₫ 1.846.567
MV Thi sách,Superior with Bathtub,"₫ 2,616,941","₫ 2,575,304","₫ 2,532,351","₫ 2,536,242","₫ 2,334,603","₫ 2,247,193"
Express NBK,Deluxe Room,"₫ 1,467,226","₫ 1,248,232","₫ 1,355,514","₫ 1,248,839","₫ 1,251,700",₫ 1.351.703
Grand Signature by M Village Hoi An-Phòng Premier Hướng Vườn 2 Giường Đơn (Premier Garden View Twin Room),Phòng Premier Hướng Vườn 2 Giường Đơn (Premier Garden View Twin Room),"2.068.078₫Mỗi đêm, chưa có thuế","₫ 2,454,387","₫ 2,309,801","₫ 2,308,176","2.485.728₫Mỗi đêm, chưa có thuế","₫ 2,219,400"
Savvy by M Village Hai Bà Trưng,"Phòng cao cấp Giường Lớn, Hướng Thành Phố (Superior King Bed, City View)",₫ 2.940.420,₫ 2.956.599,"Số phòng có hạn2.383.333₫Mỗi đêm, chưa có thuế",₫ 5.480.133,₫ 5.480.133,"Giá rẻ nhất từ trước đến nay!2.392.000₫Mỗi đêm, chưa có thuế"
M Village Hotel Thợ Nhuộm,Hot TN - Trip com bao gồm 2 pax ăn sáng + thuế Superior,NA,NA,NA,NA,NA,NA
Living 59 Thảo Điền,Standard Studio,"₫ 1,095,016","₫ 1,039,888","₫ 1,019,637","₫ 1,020,755","₫ 1,030,184","₫ 999,662"
Living Kỳ Đồng,Superior Room with Window,"₫ 1,342,189","₫ 1,144,038","₫ 1,146,706","₫ 1,144,595","₫ 1,147,229","₫ 1,143,470"
Signature by M Village HBT,Studio Room City View,"₫ 3,377,515","₫ 4,239,221","₫ 3,443,113","₫ 2,938,402","₫ 2,938,470","₫ 3,208,624"
M Village Hotel Nguyễn Du,Superior Room with Window - No View,"₫ 2,422,880","₫ 2,329,772","₫ 2,419,001","₫ 2,346,066","₫ 2,305,415","₫ 2,231,041"
Grand Signature by M Village Hoi An-Deluxe Garden View Twin Room,Deluxe Garden View Twin Room,"₫ 1,514,313","₫ 1,514,313","₫ 1,514,313",1.514.313 ₫,1.514.313 ₫,"₫ 1,514,313"
M Village Kim Mã,Superior No Window,NA,NA,NA,NA,NA,NA
Grand Signature by M Village Hoi An-Phòng Đẳng Cấp Loại Sang Hướng Vườn (Premier Deluxe Garden View),Phòng Đẳng Cấp Loại Sang Hướng Vườn (Premier Deluxe Garden View),"₫ 1,786,067","₫ 2,003,880","₫ 2,003,880","₫ 2,003,880","₫ 2,023,960","₫ 1,775,520"
Grand Signature by M Village Hoi An-Phòng Grand Suite giường King (Grand Suite King),Phòng Grand Suite giường King (Grand Suite King),"₫ 3,384,127","₫ 3,572,134","3.485.009₫Mỗi đêm, chưa có thuế","3 phòng cuối cùng của chúng tôi!3.485.009₫Mỗi đêm, chưa có thuế","₫ 3,572,134","₫ 3,284,713"
Grand Signature by M Village Hoi An-Phòng Duplex Có Ban Công Riêng (Duplex Room with Private Balcony),Phòng Duplex Có Ban Công Riêng (Duplex Room with Private Balcony),"3 phòng cuối cùng của chúng tôi!2.538.095₫Mỗi đêm, chưa có thuế","₫ 2,788,007","₫ 2,613,757","2.613.757₫Mỗi đêm, chưa có thuế","5 phòng cuối cùng của chúng tôi!2.700.882₫Mỗi đêm, chưa có thuế","₫ 2,396,952"
