hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Crowne Plaza Danang City Centre,Standard Room,"₫2,116,797","₫2,568,807","₫2,726,081","₫2,595,020","₫2,359,109","₫2,726,081"
Furama Villas Danang-2 Bedroom Pool Villa,2 Bedroom Pool Villa,"₫10,198,514","₫10,308,590","₫11,717,500","₫11,844,107","₫12,475,731","₫11,164,669"
Avora Boutique,Superior Double Room - Non-Smoking,"₫894,207","₫748,661","₫894,207","₫748,790","₫894,207","₫748,790"
Central Hotel & Spa,Standard Double Room,"₫854,862","₫810,876","₫785,857","₫788,937",₫0,"₫766,998"
Furama Villas Danang-3 Bedroom Pool Villa,3 Bedroom Pool Villa,"₫13,416,605","₫13,302,585","₫16,059,483","₫14,965,408","₫14,965,408","₫13,302,585"
Furama Resort Danang-Lagoon Superior,Lagoon Superior,"₫5,643,641","₫5,711,026","₫7,565,332","₫7,026,372","₫5,712,523","₫5,215,857"
A La Carte,1-Bedroom City View Twin Studio,"₫1,972,089","₫2,118,558","₫1,847,277","₫1,862,706","₫1,764,712","₫1,698,857"
Brilliant Hotel Danang,Standard Double Room (No View),SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Furama Villas Danang-1 Bedroom Pool Villa,1 Bedroom Pool Villa,"₫8,044,983","₫8,696,851","₫16,487,136","₫11,164,669","₫7,907,090","₫7,913,287"
Avora Hotel,Superior Twin Room - Non-Smoking,"₫1,131,687","₫1,131,687","₫1,131,687","₫977,366","₫977,366","₫977,366"
Fusion Resort-1bedroom villa,One Bedroom Villa with Private Pool - Spa Inclusive,SOLD OUT,"₫11,640,101",SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Fusion Resort-Suite,Garden View King Suite,"₫4,449,789",SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Fusion Resort-5 bedroom villa,Five Bedroom Premium Beachfront Villa with Private Pool - Spa Inclusive,"₫54,132,514","₫55,441,974","₫55,441,974","₫55,441,974","₫54,056,024","₫52,784,285"
Fusion Resort-4 bedroom villa,Four Bedroom Premium Villa with Private Pool - Spa Inclusive,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Fusion Resort-3 bedroom villa,Three Bedroom Presidential Plunge Pool Loft - Spa Inclusive,"₫26,594,811","₫26,594,811","₫25,940,291","₫26,594,811",SOLD OUT,SOLD OUT
G8 Luxury,Superior Double Room,"₫3,612,524",SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Fusion Resort-2bedroom villa,Two Bedroom Villa - Spa Inclusive,"₫18,888,159","₫19,366,121","₫18,888,159","₫19,366,121","₫18,412,862","₫18,878,797"
Golden Lotus Grand Da Nang,Superior City View Room - Afternoon Tea Included,"₫2,667,466","₫2,267,888","₫2,212,111","₫1,834,331","₫2,410,846","₫1,961,352"
Furama Villas Danang-4-Bedroom Beachfront Villa with Private Pool,4-Bedroom Beachfront Villa with Private Pool,"₫47,058,259","₫48,345,679","₫48,345,679","₫48,345,679","₫48,345,679","₫56,508,784"
