hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Harvest Day Hoi An - Hotel,Standard Double with Garden View,"1,971,032","1,971,032","1,971,032","2,793,651","1,971,032","2,793,651"
Reu Boutique Hotel - Hotel,Superior 2 giường hoặc giường đôi (Superior Twin or Double),"1,935,379","2,097,002","2,574,709","2,677,002","1,813,919","1,813,919"
Renaissance Danang Hoi An Resort & Spa,"Deluxe, Guest room, 2 Twin, Garden view, Balcony","2,400,000","2,400,000","2,400,000","2,400,000","2,500,000","2,400,000"
Victoria Hoi An Beach Resort & Spa,Phòng Đôi Hướng Sông (River View Double Room),"2,354,939","3,218,695","3,042,328","3,218,695","2,896,826","2,896,826"
KOI Resort and Spa Hoi An,Bungalow Nhìn ra vườn (Bungalow with Garden View),"2,639,767","2,639,767","2,639,767","1,738,321","1,738,321","2,639,767"
Hoi An Beach Resort,Phòng Superior (Superior Room),"1,567,549","1,765,432","1,765,432","1,765,432","1,685,185","1,533,333"
Palm Garden Beach Resort & Spa,Superior giường đôi hoặc 2 giường đơn Hướng vườn (Superior Double or Twin with Garden View),"2,479,402","2,479,402","2,479,402","2,691,077","2,479,402","2,479,402"
ENSO Retreat Hoi An - Rediscovery & Serenity,Phòng Deluxe giường đôi Hướng vườn (Deluxe Double Room Garden View),"1,432,981","1,432,981","1,432,981","1,432,981","1,432,981","1,432,981"
Sứ Retreat Hoi An - Riverfront Resort,Suite Lớn có Ban Công (Executive Suite with Balcony),"3,218,695","3,218,695","2,351,433","3,306,878","3,306,878","2,351,433"
Banla Boutique Hotel,Classic Double Room,"1,125,220","1,125,220","923,175","1,125,220","1,125,220","1,125,220"
Mơ Stay - Forest Resort,Deluxe Balcony Room,"2,975,283","4,232,804","4,232,804","4,232,804","4,232,804","4,232,804"
Ana Mandara Villas Dalat Resort & Spa,Villa Double Room,"2,261,905","2,261,905","2,261,905","2,261,905","2,387,566","2,261,905"
Colline Dalat,Superior Double Room,"1,631,570","1,733,862","1,733,862","1,733,862","1,703,968","1,703,968"
Terracotta Hotel and Resort Dalat,Superior Twin,"1,784,832","1,784,832","1,766,667","1,869,489","1,766,667","1,766,667"
Le Recit Boutique Hotel de Dalat,Deluxe Twin,"966,490","966,490","966,490","966,490","966,490","966,490"
Swiss-Belresort Tuyen Lam Dalat,Deluxe Mountain View King Room,"1,089,325","1,089,325","1,089,325","1,111,111","1,111,111","1,089,325"
Nexus House An Son Da Lat,Standard Double with Balcony,"561,320","613,747","613,747","600,826","600,826","600,826"
The Pink Boutique Hotel,Classic Double,"1,094,285","879,131","1,065,307","1,065,307","1,065,307","1,065,307"
Túi Ba Gang Central Hotel,Deluxe Room -- 1 Bed,"1,102,293","805,943","1,102,293","1,102,293","1,102,293","857,339"
Mùa Dalat Wellness Hotel,Superior Double Room,"1,300,727","1,586,861","1,586,861","1,586,861","1,586,861","1,586,861"
Mercure Dalat Resort,Deluxe Twin,"2,320,000","2,320,000","2,320,000","2,320,000","2,320,000","2,320,000"
Bach Place Dalat,Deluxe Twin - Breakfast,"855,246","1,323,175","1,323,175","1,323,175","1,323,175","1,323,175"
The Mist Boutique - Deluxe City View,Deluxe City View,"1,457,143","1,457,143","1,185,687","1,457,143","1,457,143","1,457,143"
The Mist Boutique - Suite City View Room,Suite City View Room,"1,780,952","1,780,952","1,434,613","1,780,952","1,780,952","1,780,952"
The Mist Boutique - Double Room,Double Room,"1,133,333","1,133,333","997,239","997,239","1,133,333","1,133,333"
The Mist Boutique - Deluxe Mountain View,Deluxe Mountain View,"1,952,381","1,952,381","1,952,381","1,674,336","1,952,381","1,952,381"
The Mist Boutique - Suite Mountain View,Suite Mountain View,"2,352,381","2,352,381","2,352,381","2,352,381","2,352,381","2,352,381"
The Mist Boutique - Signature Suite,Signature Suite,"2,780,953","2,780,953","2,780,953","2,780,953","2,780,953","2,780,953"
The Mist Boutique - Executive Suite,Executive Suite,"2,438,095","2,199,798","2,199,798","2,438,095","2,438,095","2,199,798"
The Mist Boutique - Tripple Deluxe,Triple Deluxe,"1,847,619","1,487,860","1,847,619","1,487,860","1,847,619","1,847,619"
The Mist Boutique - Tripple Balcony,Triple Balcony,"1,584,276","1,584,276","1,847,619","1,990,476","1,584,276","1,990,476"
Mai Chau Ecolodge,Superior Twin Room with Garden View,"2,031,746","2,031,746","2,328,042","2,328,042","2,328,042","2,328,042"
Avana Retreat,Mountain Suite,"7,158,289","7,158,289","7,158,289","7,158,289","7,158,289","7,158,289"
TOKI Ecolodge Cao Răm,"Basic Room, Mountain View",SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Mit Retreat,One Bedroom Deluxe Mountain View,"2,858,545","2,858,545","2,736,905","2,736,905","2,736,905","2,736,905"
Bakhan Village Resort,Bungalow - Garden View,"1,841,270","1,841,270","1,841,270","1,841,270","1,841,270","1,841,270"
Hotel de la Coupole - MGallery,Classic Room Twin,"3,629,372","3,055,000","3,055,000","3,055,000","3,629,372","3,055,000"
Ville De Mont Mountain Resort,On the Rock 1-Bedroom Executive Villa,"7,456,913","7,456,913","7,456,913","7,456,913","7,456,913","7,456,913"
Silk Path Grand Sapa Resort & Spa,Classic Garden View,"2,023,810","2,063,492","2,118,941","2,063,492","1,984,127","1,984,127"
Sapa Jade Hill Resort & Spa,Deluxe Valley View Room,"1,604,216","1,604,216","1,604,216","1,826,825","1,826,825","1,826,825"
KK Sapa Hotel,Superior Twin City View,"1,488,523","1,434,394","1,488,523","1,488,523","1,434,394","1,434,394"
Pao's Sapa Leisure Hotel,Deluxe Garden View,"1,944,444","1,859,278","1,944,444","1,805,556","1,805,556","1,805,556"
Topas Ecolodge,Deluxe Suite,"9,671,942","9,671,942","9,671,942","10,397,338","9,671,942","9,671,942"
Citadines Central Binh Duong,Studio Premier,"1,519,933","1,292,203","1,291,956","1,291,930","1,292,060","1,291,995"
Fairfield by Marriott South Binh Duong,"Guest room, 2 Twin","1,690,000","1,690,000","1,690,000","1,690,000","1,690,000","1,690,000"
