Hotel,URL,Room to be extracted,Location,Platform
M Hotel,https://www.agoda.com/en-gb/saigon-m-hotel/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2023-11-16&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=035dc308-2e55-4a5a-9897-eff533e89040&ds=wKWNNCYzHepMNVAV,Zen Corner,TTD,Agoda
Hato,https://www.agoda.com/hato-saigon-hotel-rooftop/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-03-11&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=88064a43-db35-443e-b02a-a34ef59cfb3a&ds=V4OwFj%2FJmdc3wSq2,Deluxe Double No Window,TTD,Agoda
Hato,https://www.agoda.com/hato-saigon-hotel-rooftop/hotel/ho-chi-minh-city-vn.html?finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2024-03-11&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&isCityHaveAsq=false&los=1&searchrequestid=88064a43-db35-443e-b02a-a34ef59cfb3a&ds=V4OwFj%2FJmdc3wSq2,Premium Twin Room - Non-Smoking,TTD,Agoda
La Siesta Hoi An Resort & Spa 1,https://www.agoda.com/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-06-28&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=6f29f739-0c44-4d95-b72e-1e766f9170ec&ds=t8qF3GhOFoeYR4aV,Classic Wing Deluxe Room,HA,Agoda
La Siesta Hoi An Resort & Spa,https://www.agoda.com/la-siesta-hoi-an-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-06-28&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=6f29f739-0c44-4d95-b72e-1e766f9170ec&ds=t8qF3GhOFoeYR4aV,Club Wing Junior Suite with Balcony,HA,Agoda
The Signature Hoi An,https://www.agoda.com/the-signature-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-06-28&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=59dc9e56-4b06-4a8e-a3f5-08dc9c77da54&ds=t8qF3GhOFoeYR4aV,Signature Lantern Room,HA,Agoda
Moire Hoi An Vignette Collection By IHG,https://www.agoda.com/moire-hoi-an-vignette-collection-an-ihg-hotel/hotel/hoi-an-vn.html?locale=en-us&ckuid=a92c1e11-0f73-4edd-92be-952d6582b7d6&prid=0&gclid=CjwKCAjwmenCBhA4EiwAtVjzmnb6ZTBDbNlqKdl74D-POLaJk8E9cOtOPxq5aHysoRPzU7RF0Y50NBoCcFsQAvD_BwE&currency=VND&correlationId=8bf6955a-c300-4eb4-88ba-b82bfa608de9&analyticsSessionId=-8289205163169192005&pageTypeId=7&realLanguageId=1&languageId=1&origin=VN&stateCode=SG&cid=1922877&tag=802ff3ba-6cd1-4f47-b9d9-8eec127eda92&userId=a92c1e11-0f73-4edd-92be-952d6582b7d6&whitelabelid=1&loginLvl=0&storefrontId=3&currencyId=78&currencyCode=VND&htmlLanguage=en-us&cultureInfoName=en-us&machineName=hk-pc-2h-acm-web-user-cb85d546f-b6pxt&trafficGroupId=5&trafficSubGroupId=9&aid=82361&useFullPageLogin=true&cttp=4&isRealUser=true&mode=production&browserFamily=Chrome&cdnDomain=agoda.net&checkIn=2025-07-18&checkOut=2025-07-19&rooms=1&adults=2&childs=0&priceCur=VND&los=1&textToSearch=Moire+Hoi+An+Vignette+Collection+By+IHG&productType=-1&travellerType=1&familyMode=off&ds=IoZUEux%2BQhruZi3k,1 King Deluxe,HA,Agoda
Sol An Bang Beach Resort & Spa,https://www.agoda.com/sol-an-bang-beach-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-08-5&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=17&los=1&searchrequestid=6cb2e5e7-05d2-490b-b8ae-b0d0c702db7e&ds=sKBy4LzJohpzc%2BOe,Deluxe Room,HA,Agoda
Dechiu Hotel 1 - Hotel,https://www.agoda.com/dechiu-hotel/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-08-5&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=62d312bf-22ba-4558-8047-8872e060e1b4&ds=sKBy4LzJohpzc%2BOe,Double Room with Queen Bed - Non-Smoking,HA,Agoda
Dechiu Hotel - Hotel,https://www.agoda.com/dechiu-hotel/hotel/hoi-an-vn.html?countryId=38&finalPriceView=2&isShowMobileAppPrice=false&cid=1917614&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2025-08-5&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=62d312bf-22ba-4558-8047-8872e060e1b4&ds=sKBy4LzJohpzc%2BOe,Double Room with Sea View,HA,Agoda
Harvest Day Hoi An - Hotel,https://www.agoda.com/harvest-day-hoi-an-h76212995/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=c27866da-6e13-4cdc-b7b3-f15074847cfd&checkin=2026-01-12,Standard Double with Garden View,HA,Agoda
Little Oasis - Hotel,https://www.agoda.com/vi-vn/little-oasis-a-luxury-hotel-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=-1&los=1&searchrequestid=d1d20142-2989-4f9e-9b5c-b9d82b79685c&checkin=2026-02-06,Little Oasis Deluxe,HA,Agoda
Grand Sunrise Palace Hội An - Hotel,https://www.agoda.com/vi-vn/grand-sunrise-palace-hoi-an-h38715126/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=af69715e-e141-4010-b589-3a6871567b3b&checkin=2026-02-06,Phòng Loại Sang Giường Đôi (Deluxe Double Room),HA,Agoda
Reu Boutique Hotel - Hotel,https://www.agoda.com/vi-vn/reu-boutique-hotel/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=96f5ec9a-9f35-4e58-808e-5fe3684073bc&checkin=2026-02-06,Superior 2 giường hoặc giường đôi (Superior Twin or Double),HA,Agoda
Maison Vy - Hotel,https://www.agoda.com/vi-vn/maison-vy-hotel/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=3&los=1&searchrequestid=51b71485-1c14-4805-b749-05505fb15a11&checkin=2026-02-06,Giường Lớn Cao Cấp (Superior King),HA,Agoda
Sen Village Hội An (Sen Village Hoi An) - Hotel,https://www.agoda.com/vi-vn/sen-retreat-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=95ddaec6-232e-4423-bb0a-adca014fc55d&checkin=2026-02-06,Phòng Loại Sang (Deluxe Room),HA,Agoda
The Saga Hotel Hoi An - Hotel,https://www.agoda.com/vi-vn/the-saga-hotel-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=0ee6c6e9-dfdd-42f8-b334-d580381398f2&checkin=2026-02-06,Phòng Superior 2 giường (Superior Twin Room),HA,Agoda
Hoi An Chic Green Retreat - Hotel,https://www.agoda.com/vi-vn/hoi-an-chic-hotel/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=18be2b09-d25d-4d59-bfb6-3a5a995ffeea&checkin=2026-02-06,Chic Suite,HA,Agoda
Hoi An Eco Lodge & Spa - Hotel,https://www.agoda.com/vi-vn/hoi-an-eco-lodge-spa_3/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=45fb3b6e-75b7-434a-b7a4-9127d09d3640&checkin=2026-02-06,Phòng Superior giường King (Superior King Room),HA,Agoda
AIRA Boutique Hoi An Hotel & Spa - Hotel,https://www.agoda.com/vi-vn/aira-boutique-hoi-an-hotel-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=1a7a6157-ded5-4d70-8115-2d29e50e16e5&checkin=2026-02-06,Phòng Loại Sang (Deluxe Room),HA,Agoda
Shoreline Stay - Hotel,https://www.agoda.com/vi-vn/the-shoreline-stay_3/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=64cf81e9-3941-46e1-bcde-15fd1a7c43d2&checkin=2026-02-06,Cao cấp Hướng Bể Bơi (Superior Pool View),HA,Agoda
Renaissance Danang Hoi An Resort & Spa,https://www.agoda.com/vi-vn/renaissance-hoi-an-resort-spa_3/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=a03a6ca8-2219-41ad-b4fe-ed1c53ae9d6a&checkin=2026-02-06,"Deluxe, Guest room, 2 Twin, Garden view, Balcony",HA,Agoda
Victoria Hoi An Beach Resort & Spa,https://www.agoda.com/vi-vn/victoria-hoi-an-beach-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=baa55b58-76f1-4fd8-8b7e-0588df452f6b&checkin=2026-02-06,Phòng Đôi Hướng Sông (River View Double Room),HA,Agoda
KOI Resort and Spa Hoi An,https://www.agoda.com/vi-vn/koi-resort-and-spa-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=94bcc34d-8d2e-400e-b81b-a9b56d5c438b&checkin=2026-02-06,Bungalow Nhìn ra vườn (Bungalow with Garden View),HA,Agoda
Hoi An Beach Resort,https://www.agoda.com/vi-vn/hoi-an-beach-resort/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-02-6&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=[object%20Object]&los=1&searchrequestid=39e30d86-f318-440d-b37b-b914886e59fe,Phòng Superior (Superior Room),HA,Agoda
Palm Garden Beach Resort & Spa,https://www.agoda.com/vi-vn/palm-garden-beach-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&tspTypes=-1&los=1&searchrequestid=6220ad10-6f7a-48be-b731-705ed90e2662&checkin=2026-02-06,Superior giường đôi hoặc 2 giường đơn Hướng vườn (Superior Double or Twin with Garden View),HA,Agoda
Boutique Hoi An Resort,https://www.agoda.com/vi-vn/boutique-hoi-an-resort/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-02-6&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=[object%20Object]&los=1&searchrequestid=25342324-bd11-4958-a153-702fddf6e453,Phòng Superior (Superior Room),HA,Agoda
Sea'lavie Boutique Resort & Spa,https://www.agoda.com/vi-vn/sealavie-boutique-resort-and-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=232885b6-67b5-4274-8fa1-ae1c2623f21e&checkin=2026-02-06,Phòng Deluxe Giường đôi Nhìn ra Hồ bơi (Deluxe Double Pool View),HA,Agoda
ENSO Retreat Hoi An - Rediscovery & Serenity,https://www.agoda.com/vi-vn/enso-retreat-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=39cf8e12-e160-44fb-a703-a482a491ccab&checkin=2026-02-06,Phòng Deluxe giường đôi Hướng vườn (Deluxe Double Room Garden View),HA,Agoda
Hoi An Coco River Resort & Spa,https://www.agoda.com/vi-vn/hoi-an-coco-river-resort-spa/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-02-6&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=[object%20Object]&los=1&searchrequestid=db4c3f03-c76c-49e4-a4e6-4b640f5e7316,Phòng Loại Sang Giường Đôi Hướng Vườn (Deluxe Double Garden View),HA,Agoda
Sứ Retreat Hoi An - Riverfront Resort,https://www.agoda.com/vi-vn/s-retreat-hoi-an/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=31885505-090c-4040-bd42-647b01dbbe94&checkin=2026-02-10,Suite Lớn có Ban Công (Executive Suite with Balcony),HA,Agoda
LEGACY HOI AN RESORT,https://www.agoda.com/vi-vn/legacy-hoi-an-resort/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=%5Bobject%20Object%5D&los=1&searchrequestid=86e248d1-191d-43c1-b821-037661da6ed5&checkin=2026-02-06,Phòng Superior hướng vườn (Superior Garden View Room),HA,Agoda
Premier Senvila Boutique Resort & Spa,https://www.agoda.com/vi-vn/senvila-boutique-resort_2/hotel/hoi-an-vn.html?countryId=38&finalPriceView=1&isShowMobileAppPrice=false&cid=-333&numberOfBedrooms=&familyMode=false&adults=2&children=0&rooms=1&maxRooms=0&checkIn=2026-02-6&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&flightSearchCriteria=[object%20Object]&tspTypes=4&los=1&searchrequestid=ea21e352-df0b-4153-b6d2-9ddea68ad356,Deluxe Poolside Balcony with Garden View,HA,Agoda
