hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
A La Carte,1-Bedroom City View Twin Studio,"₫1,972,089","₫2,149,817","₫1,874,742","₫1,862,706","₫1,764,712","₫1,709,697"
Furama Villas Danang-3 Bedroom Pool Villa,3 Bedroom Pool Villa,"₫13,416,605","₫13,422,580","₫16,059,483","₫14,965,408","₫14,700,230","₫14,015,223"
Furama Resort Danang-Lagoon Superior,Lagoon Superior,"₫5,626,441","₫6,952,865","₫7,565,332","₫6,732,315","₫5,712,523","₫5,283,831"
Central Hotel & Spa,Standard Double Room,"₫851,285","₫815,697","₫785,857","₫793,651","₫788,937","₫771,605"
Furama Villas Danang-1 Bedroom Pool Villa,1 Bedroom Pool Villa,"₫9,501,846","₫8,696,851","₫16,487,136","₫11,164,669","₫8,017,290","₫10,214,485"
Avora Hotel,Superior Twin Room - Non-Smoking,"₫1,131,687","₫1,131,687","₫1,131,687","₫830,328","₫830,328","₫831,979"
Brilliant Hotel Danang,Standard Double Room (No View),SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Crowne Plaza Danang City Centre,Standard Room,"₫3,014,417","₫2,725,367","₫2,358,491","₫2,463,312","₫2,358,491","₫2,725,367"
Furama Villas Danang-2 Bedroom Pool Villa,2 Bedroom Pool Villa,"₫11,164,669","₫12,740,977","₫11,164,669","₫11,862,574","₫12,827,492","₫13,720,131"
Fusion Resort-2bedroom villa,Two Bedroom Villa - Spa Inclusive,"₫19,361,228","₫18,888,159","₫18,886,632","₫18,886,632","₫18,413,301","₫18,880,514"
Fusion Resort-5 bedroom villa,Five Bedroom Premium Beachfront Villa with Private Pool - Spa Inclusive,"₫54,120,036","₫54,120,036","₫55,441,974","₫54,120,036","₫54,056,024","₫54,056,024"
Golden Lotus Grand Da Nang,Superior City View Room - Afternoon Tea Included,"₫3,775,529","₫2,016,432","₫4,959,226","₫1,834,331","₫2,618,075","₫1,961,352"
Haian Riverfront Hotel Da Nang,Superior King Room,"₫1,064,228","₫1,412,148","₫1,495,023","₫1,766,845","₫1,412,148","₫1,140,257"
Fusion Resort-Suite,Garden View King Suite,"₫4,449,923",SOLD OUT,"₫4,449,923","₫4,449,923",NA,NA
G8 Luxury,Superior Double Room,"₫1,095,011","₫1,268,784","₫1,094,767","₫1,159,737","₫1,018,519","₫1,012,224"
