hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
La Siesta Premium Saigon,No Window - Superior Room,"₫4,796,429","₫4,335,000","₫6,060,790","₫8,484,614","₫7,272,948","₫8,500,000"
Mai House,Deluxe King,"₫6,252,205","₫5,600,829",NA,"₫5,513,179","₫5,987,654","₫3,783,069"
Nicecy Saigon Hotel,Superior Double Room,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Lotte Hotel,Deluxe Twin City View,"₫7,271,436","₫4,569,500","₫5,220,548","₫5,319,600","₫4,509,019","₫3,978,000"
M Gallery,"DELUXE ROOM, 1 King Size Bed, City View","₫7,030,000","₫6,750,000","₫7,630,000","₫7,150,000","₫6,490,000","₫6,110,000"
New World Saigon Hotel,Premier Room King,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
Nikko,Deluxe King,"₫7,027,630","₫7,422,440","₫7,023,819","₫6,435,414","₫5,031,106","₫4,827,142"
Kin Hotel Thi Sach,Deluxe Twin Room,"₫3,314,829","₫3,176,809","₫3,025,408","₫2,966,233",SOLD OUT,SOLD OUT
Nexus Thao Dien,Superior Studio with Garden,"₫1,047,915","₫1,047,915","₫1,052,169","₫1,047,915","₫1,157,607","₫1,047,915"
Sedona Suites Ho Chi Minh City,Grand Studio,"₫5,769,427","₫10,694,720","₫10,694,720","₫4,329,667","₫9,246,133","₫8,336,376"
Silverland Min,Superior No Window,SOLD OUT,"₫2,218,797","₫1,937,599","₫1,937,599","₫1,920,370","₫1,920,370"
Sotetsu,Deluxe Double Room,"₫3,008,521","₫3,664,141","₫4,926,937","₫2,752,864","₫2,650,308","₫2,567,854"
Novotel,"Superior Room, 1 King Bed","₫3,680,000","₫5,230,000","₫4,700,000","₫4,600,000","₫4,230,000","₫2,970,000"
Sheraton,"Guest Room, 1 King","₫12,000,000","₫11,000,000","₫7,500,000","₫7,500,000","₫6,800,000","₫6,500,000"
Sky Gem Central Hotel,Deluxe,SOLD OUT,"₫1,875,333","₫2,166,080","₫1,875,333","₫1,878,800","₫1,646,217"
Pullman Saigon Centre Hotel,Superior 2 Single Beds,"₫4,600,000","₫4,680,000","₫4,420,000","₫4,420,000","₫4,510,000","₫4,140,000"
Mai Chau Ecolodge,Superior Twin Room with Garden View,"₫2,267,416","₫2,425,044","₫2,425,044","₫2,425,044",SOLD OUT,SOLD OUT
Bakhan Village Resort,Bungalow - Garden View,"₫1,308,302","₫1,293,247","₫1,293,562","₫1,301,517","₫1,301,517","₫1,298,256"
Avana Retreat,Mountain Suite,"₫8,774,250","₫8,631,414","₫8,631,414","₫8,745,162","₫8,421,517","₫8,000,441"
TOKI Ecolodge Cao Răm,"Basic Room, Mountain View",SOLD OUT,SOLD OUT,"₫2,316,160",SOLD OUT,"₫2,262,366",SOLD OUT
Sofitel,"Superior Room, 1 King Size Bed, city view",SOLD OUT,"₫5,408,554","₫5,101,406","₫5,950,000","₫4,250,000","₫4,250,000"
Silverland Mây,Narra Double,SOLD OUT,"₫4,697,707",SOLD OUT,SOLD OUT,"₫4,211,939",SOLD OUT
Rex Hotel Saigon,Deluxe King,"₫5,852,160",SOLD OUT,SOLD OUT,"₫2,980,907","₫3,636,299","₫3,126,378"
Mit Retreat,One Bedroom Deluxe Mountain View,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT,SOLD OUT
