hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
President Maison,Deluxe - 1 King Bed,"2,876,185","3,647,293",3.541.348,"₫ 3,438,405","3,853,107","3,886,631"
M Village Express Dien Bien Phu Q3,Standard Room without Window,"1,086,111",956.652,"876,943","1,146,421","1,093,951","1,146,421"
M Village ĐN Centre,Superior Cozy Room for 2 People,"₫ 990,173",1.846.141,"1,428,909","1,243,253","1,000,511","988,860"
M Village Beachfront,Deluxe City View,"3,414,251","2,970,811","3,236,830",2.875.650,"2,586,097",2.590.382
M Village Living Tran Nao,Studio Room,810.623,"967,591","810,583","1,039,676","954,357",1.039.676
M Village Living Nguyen Van Huong,Superior - 1 Queen Bed,"₫ 941,915",1.091.738,"1,000,659","1,091,738","1,001,180","1,091,738"
M Village ĐN Heritage,Standard Room,"₫ 987,979","₫ 987,979","₫ 987,979","₫ 987,979","₫ 987,979","994,161"
MV Thi sách,Superior with Bathtub,"2,519,491",2.370.353,2.359.811,"1,952,063",2.088.664,"₫ 2,195,315"
M Village Express 46 Thao Dien,Standard Room (Non View),"867,087","948,255","867,043","1,051,117","915,233","999,011"
M Village Living Vo Thi Sau,Standard Studio,"1,009,352",1.026.623,"809,775","1,196,938","1,131,372","1,196,938"
Savvy by M Village Hai Bà Trưng,"Phòng cao cấp Giường Lớn, Hướng Thành Phố (Superior King Bed, City View)",2.857.963,3.012.500,2.275.000,2.496.000,2.496.000,2.496.000
M Village Hotel Nguyễn Du,Superior Room with Window - No View,"2,304,568","2,656,551","1,903,164","2,197,620","2,048,844","2,197,620"
Living 59 Thảo Điền,Standard Studio,857.541,"838,149","924,816","934,884",925.299,934.884
M Village Hotel Thợ Nhuộm,Hot TN - Trip com bao gồm 2 pax ăn sáng + thuế Superior,NA,NA,NA,NA,NA,NA
M Village Kim Mã,Superior No Window,NA,NA,NA,NA,NA,NA
Express NBK,Deluxe Room,"₫ 1,181,232","1,245,954",1.132.418,"1,349,920",1.278.323,"1,349,920"
Living Kỳ Đồng,Superior Room with Window,"1,030,078","883,483",809.775,1.145.477,1.145.721,"1,145,477"
Grand Signature by M Village Hoi An-Phòng Premier Hướng Vườn 2 Giường Đơn (Premier Garden View Twin Room),Phòng Premier Hướng Vườn 2 Giường Đơn (Premier Garden View Twin Room),"1,933,982","2,017,256","2,187,726","1,530,478","1,877,671",1.769.795
Grand Signature by M Village Hoi An-Deluxe Garden View Twin Room,Deluxe Garden View Twin Room,SOLD OUT,SOLD OUT,NA,NA,NA,NA
Signature by M Village HBT,Studio Room City View,"3,671,075","3,138,336",2.559.143,"3,138,336","3,056,242","3,138,409"
Grand Signature by M Village Hoi An-Phòng Đẳng Cấp Loại Sang Hướng Vườn (Premier Deluxe Garden View),Phòng Đẳng Cấp Loại Sang Hướng Vườn (Premier Deluxe Garden View),NA,NA,NA,NA,NA,NA
Grand Signature by M Village Hoi An-Phòng Duplex Có Ban Công Riêng (Duplex Room with Private Balcony),Phòng Duplex Có Ban Công Riêng (Duplex Room with Private Balcony),2.384.494,"2,250,789","2,448,401","2,094,154",2.200.383,"2,094,154"
Grand Signature by M Village Hoi An-Phòng Grand Suite giường King (Grand Suite King),Phòng Grand Suite giường King (Grand Suite King),2.984.133,"3,041,704","3,343,641","2,905,864","2,661,671","2,905,864"
