hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
Citadines Central Binh Duong,Studio Premier,,,"₫
1,900,000","₫
1,350,000","₫
1,800,000",
Becamex Hotel New City,Twin One Bedroom Suite,,"₫
1,461,581","₫
1,513,237",,"₫
1,513,237",
HIIVE by fusion Binh Duong - VSIP 1,Superior Twin,"₫
1,156,725",,,"₫
1,420,472",,"₫
1,350,320"
Legacy Mekong,"Bungalow, 2 Twin, Garden View","₫
4,800,000","₫
5,500,000",NA,"₫
5,000,000",NA,NA
Fairfield by Marriott South Binh Duong,"Guest room, 2 Twin",NA,NA,NA,NA,NA,NA
Sheraton Can Tho,"Guest room, 2 Twin",NA,NA,NA,NA,NA,NA
Ana Mandara Villas Dalat Resort & Spa,Villa Double Room,NA,NA,NA,"₫
2,898,378",NA,NA
Bach Place Dalat,Deluxe Twin - Breakfast,NA,NA,NA,"₫
1,472,159",NA,NA
Colline Dalat,Superior Double Room,NA,"₫
3,178,548",NA,"₫
2,125,956","₫
2,080,895",NA
Banla Boutique Hotel,Superior,NA,NA,NA,NA,NA,NA
Le Recit Boutique Hotel de Dalat,Deluxe Twin,NA,NA,NA,NA,NA,NA
Mercure Dalat Resort,Deluxe Twin,NA,NA,NA,NA,NA,NA
Mơ Stay - Forest Resort,Deluxe Balcony Room,NA,"₫
3,557,036",NA,NA,NA,"₫
3,213,702"
Nexus House An Son Da Lat,Standard Double with Balcony,NA,NA,"₫
1,171,083","₫
868,496",NA,"₫
867,853"
Mùa Dalat Wellness Hotel,Superior Double Room,NA,NA,NA,"₫
1,553,152","₫
1,481,487",NA
Terracotta Hotel and Resort Dalat,Superior Twin,"₫
1,662,785","₫
5,359,819","₫
1,627,864","₫
1,694,512",NA,"₫
1,694,512"
The Mist Boutique - Deluxe Mountain View,Deluxe Mountain View,NA,NA,"₫
2,183,250",NA,"₫
2,420,318","₫
2,452,333"
The Mist Boutique  - Deluxe City View,Deluxe City View,NA,NA,"₫
1,629,450",NA,"₫
1,629,450","₫
1,759,806"
Swiss-Belresort Tuyen Lam Dalat,Deluxe Mountain View King Room,"₫
1,371,075",NA,NA,NA,NA,NA
The Mist Boutique - Double Room,Double Room,NA,NA,NA,NA,NA,NA
The Mist Boutique - Executive Suite,Executive Suite,NA,NA,NA,"₫
2,840,206","₫
2,788,217",NA
The Mist Boutique - Suite City View Room,Suite City View Room,NA,NA,NA,"₫
1,952,169","₫
2,207,546",NA
The Mist Boutique - Signature Suite,Signature Suite,NA,NA,NA,"₫
3,243,850","₫
3,565,566",NA
The Mist Boutique - Tripple Balcony,Triple Balcony,NA,NA,"₫
2,017,295",NA,"₫
2,471,030","₫
2,539,350"
The Mist Boutique - Suite Mountain View,Suite Mountain View,"₫
2,239,967",NA,"₫
2,155,747","₫
2,630,550",NA,NA
The Mist Boutique - Tripple Deluxe,Triple Deluxe,"₫
1,576,905",NA,NA,"₫
2,022,875","₫
2,291,373","₫
2,231,388"
The Pink Boutique Hotel,Classic Double,"₫
1,020,481",NA,NA,NA,"₫
936,559",NA
A La Carte,1-Bedroom City View Twin Studio,"₫
1,684,137",NA,"₫
1,750,915","₫
1,603,720",NA,NA
Túi Ba Gang Central Hotel,Deluxe Room -- 1 Bed,"₫
779,827",NA,"₫
750,677",NA,NA,NA
Avora Boutique,Superior Double Room - Non-Smoking,NA,NA,"₫
952,305",NA,NA,NA
Central Hotel & Spa,Standard Double Room,NA,"₫
607,704","₫
556,266","₫
564,153",NA,"₫
563,752"
Avora Hotel,Superior Twin Room - Non-Smoking,NA,NA,"₫
956,020",NA,NA,NA
Crowne Plaza Danang City Centre,Standard Room,"₫
2,209,514",NA,NA,NA,"₫
2,703,405","₫
2,690,421"
Brilliant Hotel Danang,Standard Double Room (No View),NA,NA,NA,NA,NA,NA
Furama Villas Danang-1 Bedroom Pool Villa,1 Bedroom Pool Villa,"₫
10,586,242","₫
16,602,652","₫
7,795,202",NA,"₫
7,795,202",NA
Furama Resort Danang-Lagoon Superior,Lagoon Superior,"₫
5,679,590","₫
6,483,626",NA,NA,NA,NA
Furama Villas Danang-2 Bedroom Pool Villa,2 Bedroom Pool Villa,"₫
12,190,843",NA,NA,NA,"₫
10,606,508","₫
10,873,092"
Furama Villas Danang-3 Bedroom Pool Villa,3 Bedroom Pool Villa,NA,"₫
17,097,952","₫
13,322,650",NA,NA,NA
Furama Villas Danang-4-Bedroom Beachfront Villa with Private Pool,4-Bedroom Beachfront Villa with Private Pool,NA,NA,NA,"₫
36,949,074","₫
36,883,230",NA
Fusion Resort-1bedroom villa,One Bedroom Villa with Private Pool - Spa Inclusive,NA,NA,NA,NA,NA,NA
Fusion Resort-2bedroom villa,Two Bedroom Villa - Spa Inclusive,"₫
18,950,076",NA,NA,"₫
18,264,628",NA,NA
Fusion Resort-4 bedroom villa,Four Bedroom Premium Villa with Private Pool - Spa Inclusive,NA,NA,NA,NA,NA,NA
Fusion Resort-3 bedroom villa,Three Bedroom Presidential Plunge Pool Loft - Spa Inclusive,NA,NA,NA,NA,NA,NA
Fusion Resort-5 bedroom villa,Five Bedroom Premium Beachfront Villa with Private Pool - Spa Inclusive,NA,NA,NA,NA,NA,NA
Fusion Resort-Suite,Garden View King Suite,NA,NA,NA,NA,NA,NA
G8 Luxury,Superior Double Room,NA,NA,NA,NA,NA,NA
Golden Lotus Grand Da Nang,Superior City View Room - Afternoon Tea Included,NA,NA,NA,NA,NA,NA
Grand Tourane Hotel,Deluxe Room,NA,NA,NA,NA,NA,NA
Haian Riverfront Hotel Da Nang,Superior King Room,NA,NA,NA,NA,NA,NA
Hilton Da Nang,King Accessible Room,NA,NA,NA,NA,NA,NA
