hotel_name,room_type,price_w1,price_w2,price_w3,price_w4,price_w5,price_w6
M Village Express Dien Bien Phu Q3,Standard Room without Window,"667,604","885,926","1,172,086","1,087,671","1,212,875","1,200,746"
President Maison,Deluxe - 1 King Bed,"₫ 2,869,859","₫ 2,869,859","3,370,747","3,350,327","3,370,825",3.350.405
M Village Living Tran Nao,Studio Room,"832,711","814,143","1,042,007","1,000,984","1,054,674","1,044,127"
M Village ĐN Heritage,Standard Room,"₫ 983,732","₫ 983,732","1,560,329",1.645.303,"₫ 983,732","1,560,970"
M Village Beachfront,Deluxe City View,"3,516,496","2,392,251",3.060.007,"3,539,232","3,182,624","3,463,747"
M Village Living Nguyen Van Huong,Superior - 1 Queen Bed,1.018.592₫,"818,131","1,048,637","1,096,333",1.018.592₫,"₫ 1,018,592"
M Village ĐN Centre,Superior Cozy Room for 2 People,"2,638,802",1.333.270,"1,399,471","1,385,476","₫ 1,030,650","1,385,476"
MV Thi sách,Superior with Bathtub,"2,656,966",2.535.273,"2,874,802","2,610,375",2.636.684,"2,610,375"
M Village Express 46 Thao Dien,Standard Room (Non View),1.065.220,"898,753",1.012.487,"1,054,568","1,012,487",1.002.362
M Village Living Vo Thi Sau,Standard Studio,"908,642","699,111",1.212.875,"1,200,746",1.212.875,"1,200,746"
Signature by M Village HBT,Studio Room City View,2.338.639₫,"3,322,701","3,066,481","3,263,941","3,264,017","3,044,569"
Savvy by M Village Hai Bà Trưng,"Phòng cao cấp Giường Lớn, Hướng Thành Phố (Superior King Bed, City View)",2.505.905,1.916.755,2.017.637,1.797.714,1.815.873,2.017.637
Express NBK,Deluxe Room,"₫ 819,740","1,273,381","1,967,196",1.947.524,"1,967,196","2,118,519"
Grand Signature by M Village Hoi An-Phòng Premier Hướng Vườn 2 Giường Đơn (Premier Garden View Twin Room),Phòng Premier Hướng Vườn 2 Giường Đơn (Premier Garden View Twin Room),NA,NA,NA,NA,NA,NA
Living Kỳ Đồng,Superior Room with Window,"₫ 777,646","835,302","1,160,141","1,160,141","1,160,141",1.148.540
Grand Signature by M Village Hoi An-Deluxe Garden View Twin Room,Deluxe Garden View Twin Room,NA,NA,NA,NA,NA,NA
M Village Hotel Nguyễn Du,Superior Room with Window - No View,1.522.845₫,"2,020,106","2,003,880","2,192,667","2,297,079","1,983,841"
M Village Hotel Thợ Nhuộm,Hot TN - Trip com bao gồm 2 pax ăn sáng + thuế Superior,NA,NA,NA,NA,NA,NA
M Village Kim Mã,Superior No Window,NA,NA,NA,NA,NA,NA
Living 59 Thảo Điền,Standard Studio,843.739,"756,614","1,054,674",1.044.127,"1,054,674","1,044,127"
Grand Signature by M Village Hoi An-Phòng Duplex Có Ban Công Riêng (Duplex Room with Private Balcony),Phòng Duplex Có Ban Công Riêng (Duplex Room with Private Balcony),NA,NA,NA,NA,NA,NA
Grand Signature by M Village Hoi An-Phòng Đẳng Cấp Loại Sang Hướng Vườn (Premier Deluxe Garden View),Phòng Đẳng Cấp Loại Sang Hướng Vườn (Premier Deluxe Garden View),NA,NA,NA,NA,NA,NA
Grand Signature by M Village Hoi An-Phòng Grand Suite giường King (Grand Suite King),Phòng Grand Suite giường King (Grand Suite King),"4,243,711","4,214,164","4,509,924","4,381,297","4,410,972",4.381.297
